,1216 統一,1216 統一_p-value,1301 台塑,1301 台塑_p-value,1303 南亞,1303 南亞_p-value,1326 台化,1326 台化_p-value,1402 遠東新,1402 遠東新_p-value,2002 中鋼,2002 中鋼_p-value,2603 長榮,2603 長榮_p-value,2801 彰銀,2801 彰銀_p-value,2880 華南金,2880 華南金_p-value,2881 富邦金,2881 富邦金_p-value,2882 國泰金,2882 國泰金_p-value,2883 開發金,2883 開發金_p-value,2884 玉山金,2884 玉山金_p-value,2886 兆豐金,2886 兆豐金_p-value,2887 台新金,2887 台新金_p-value,2888 新光金,2888 新光金_p-value,2890 永豐金,2890 永豐金_p-value,2891 中信金,2891 中信金_p-value,2892 第一金,2892 第一金_p-value,9904 寶成,9904 寶成_p-value,6505 台塑化,6505 台塑化_p-value,2303 聯電,2303 聯電_p-value,2330 台積電,2330 台積電_p-value,2408 南亞科,2408 南亞科_p-value,2454 聯發科,2454 聯發科_p-value,3034 聯詠,3034 聯詠_p-value,2301 光寶科,2301 光寶科_p-value,2324 仁寶,2324 仁寶_p-value,2353 宏碁,2353 宏碁_p-value,2357 華碩,2357 華碩_p-value,2382 廣達,2382 廣達_p-value,2409 友達,2409 友達_p-value,2475 華映,2475 華映_p-value,3008 大立光,3008 大立光_p-value,2412 中華電,2412 中華電_p-value,2498 宏達電,2498 宏達電_p-value,3045 台灣大,3045 台灣大_p-value,4904 遠傳,4904 遠傳_p-value,2308 台達電,2308 台達電_p-value,2317 鴻海,2317 鴻海_p-value,2354 鴻準,2354 鴻準_p-value,2474 可成,2474 可成_p-value,1101 台泥,1101 台泥_p-value,1102 亞泥,1102 亞泥_p-value,1314 中石化,1314 中石化_p-value,1434 福懋,1434 福懋_p-value,1503 士電,1503 士電_p-value,1504 東元,1504 東元_p-value,1560 中砂,1560 中砂_p-value,2371 大同,2371 大同_p-value,6605 帝寶,6605 帝寶_p-value,1605 華新,1605 華新_p-value,1802 台玻,1802 台玻_p-value,1907 永豐餘,1907 永豐餘_p-value,2006 東和鋼鐵,2006 東和鋼鐵_p-value,2014 中鴻,2014 中鴻_p-value,2015 豐興,2015 豐興_p-value,2023 燁輝,2023 燁輝_p-value,2105 正新,2105 正新_p-value,2201 裕隆,2201 裕隆_p-value,2204 中華,2204 中華_p-value,2207 和泰車,2207 和泰車_p-value,2501 國建,2501 國建_p-value,2504 國產,2504 國產_p-value,2605 新興,2605 新興_p-value,2606 裕民,2606 裕民_p-value,2607 榮運,2607 榮運_p-value,2609 陽明,2609 陽明_p-value,2610 華航,2610 華航_p-value,2615 萬海,2615 萬海_p-value,2618 長榮航,2618 長榮航_p-value,2707 晶華,2707 晶華_p-value,2820 華票,2820 華票_p-value,2834 臺企銀,2834 臺企銀_p-value,2838 聯邦銀,2838 聯邦銀_p-value,2845 遠東銀,2845 遠東銀_p-value,2855 統一證,2855 統一證_p-value,2885 元大金,2885 元大金_p-value,2889 國票金,2889 國票金_p-value,6005 群益證,6005 群益證_p-value,2903 遠百,2903 遠百_p-value,2912 統一超,2912 統一超_p-value,9917 中保,9917 中保_p-value,9921 巨大,9921 巨大_p-value,9945 潤泰新,9945 潤泰新_p-value,1710 東聯,1710 東聯_p-value,1717 長興,1717 長興_p-value,1722 台肥,1722 台肥_p-value,1736 喬山,1736 喬山_p-value,2337 旺宏,2337 旺宏_p-value,2342 茂矽,2342 茂矽_p-value,2344 華邦電,2344 華邦電_p-value,2363 矽統,2363 矽統_p-value,2379 瑞昱,2379 瑞昱_p-value,2388 威盛,2388 威盛_p-value,2401 凌陽,2401 凌陽_p-value,2449 京元電子,2449 京元電子_p-value,2451 創見,2451 創見_p-value,3035 智原,3035 智原_p-value,3189 景碩,3189 景碩_p-value,6239 力成,6239 力成_p-value,2331 精英,2331 精英_p-value,2352 佳世達,2352 佳世達_p-value,2356 英業達,2356 英業達_p-value,2376 技嘉,2376 技嘉_p-value,2377 微星,2377 微星_p-value,2395 研華,2395 研華_p-value,3231 緯創,3231 緯創_p-value,2323 中環,2323 中環_p-value,2349 錸德,2349 錸德_p-value,2393 億光,2393 億光_p-value,2448 晶電,2448 晶電_p-value,3019 亞光,3019 亞光_p-value,6116 彩晶,6116 彩晶_p-value,2332 友訊,2332 友訊_p-value,3311 閎暉,3311 閎暉_p-value,2313 華通,2313 華通_p-value,2327 國巨,2327 國巨_p-value,2328 廣宇,2328 廣宇_p-value,2385 群光,2385 群光_p-value,2392 正崴,2392 正崴_p-value,3037 欣興,3037 欣興_p-value,3044 健鼎,3044 健鼎_p-value,2347 聯強,2347 聯強_p-value,2312 金寶,2312 金寶_p-value
a0,0.22512707637931637,,0.07372971251107219,,0.15852578846499182,,0.15328911745005147,,0.044120317775811164,,0.08384620800415032,,0.1943633595832892,,0.07627186632064328,,0.13903792971036544,,0.1763445921671909,,0.14737422741742903,,0.2185064400487009,,0.1921001941560254,,0.12497344184832997,,0.0895393004310109,,0.11863022773260423,,0.08348772322708024,,0.17330136978605026,,0.13667420389978474,,0.08610416680695242,,0.09246378176077227,,0.01661343421694413,,0.21962477089039475,,0.17672039956723193,,-0.01978707600520173,,0.09564491303062983,,0.03993424243548477,,-0.14273734544537214,,-0.14678274381288656,,0.058107056311434986,,-0.06425306001382901,,0.049974595324295684,,-0.08206591320600509,,0.6918255205329501,,0.10363040228696807,,-0.568326434034121,,0.16825482861152782,,0.14395839355524065,,0.2486157655109519,,0.03446565208585533,,0.2007395026922661,,0.29692436539757766,,0.13118197538903634,,0.09391877987189631,,0.03694092507938187,,0.061306082649962707,,0.04195032762453784,,0.15419539893890677,,0.0571617974283793,,0.0741673633788739,,0.14119154921090676,,0.30405009666238675,,0.15422498605696142,,0.02818689674730982,,0.12501614706013786,,-0.07026525552474347,,0.10004891109065635,,-0.05761316699176058,,0.09105422163521473,,-0.1373128761587044,,0.04197181870454046,,0.24771842862128643,,0.11501945568918916,,-0.025220570375458974,,-0.0004978065458739662,,0.039369265220826705,,-0.09401774229909093,,-0.09888687121570308,,-0.057787363017547555,,0.03389392911360535,,-0.08103822999956828,,-0.13575339767430927,,0.11575141888305814,,0.08593611252150216,,0.10629094398096206,,0.05815069625869077,,0.031884683383967986,,0.06560752409597742,,0.08222039234621215,,0.04442089333787211,,0.006012242431613905,,0.19464117549765408,,0.15161862996406594,,0.207671852844753,,-0.04042820592400073,,0.1346984740559236,,0.055965080730955366,,-0.09724577339378963,,0.08330912002869831,,-0.3402264005738113,,-0.15639600744414411,,0.16762710076853807,,-0.21891533027623553,,0.13149073993050095,,-0.23100161706206446,,0.0015856162588347017,,0.13136599808591787,,0.012270831238503414,,-0.026530787350440874,,0.05199183189718467,,0.062121033551108144,,0.1766598107555684,,0.2915944717097219,,-0.1641639041617175,,0.05318138014218719,,-0.029428059963717224,,0.24993741499937633,,-0.026844791028186356,,-0.02450707842929193,,-0.26756323225161194,,-0.07340759699172368,,-0.031700973427905135,,-0.29054345312131613,,-0.2726423301649806,,-0.0701274853170903,,-0.3373667323004174,,0.12694542188588223,,-0.06395561696189409,,-0.2832696347877744,,-0.04731458833669355,,-0.18319489530128766,,0.007066713894939999,,0.032585238715020316,,-0.002747778233676959,,-0.02170381465917275,
a1,-0.7309903790109089,0.0,-0.21938457817892243,1e-06,-0.21633721940730993,0.0,-0.4528189018221123,0.0,0.01026028805452731,0.36858,-0.42857170677803935,0.0,-0.9531177613316401,0.0,-0.4914584106210997,0.0,-0.8970185909916358,0.0,-0.39649910572575403,0.0,-0.8127201528346538,0.0,-1.2883018544017324,0.0,-0.8488231880231885,0.0,-0.45280732421540604,0.0,-0.4764252687491471,0.0,-1.1372284280269895,0.0,-0.4991094975079095,0.0,-0.6573354649410661,0.0,-0.6352825295925086,0.0,0.015189527352343767,0.559672,0.013997707515381378,0.459751,-0.05081066334323736,0.001158,-1.116952161490095,0.0,-1.2241665268817223,0.0,0.10303255354308752,0.050461,-0.429326181866275,0.0,-0.07577415978769471,0.360435,0.626075283971289,0.0,0.4666329979336886,0.001555,-0.4872340598299847,0.0,0.7314943559439978,0.0,-0.5645640207692105,0.0,-0.22385182629999317,1.2e-05,-2.4723978835056415,0.0,-0.05947391798669863,0.107973,1.8247426101720454,0.0,-0.3712072722241113,0.0,-0.5887752408372114,0.0,-1.0818836508344631,0.0,-0.38942775362747245,0.00477,-1.0300402551402175,0.0,-0.9074490793123069,0.0,-0.34483075763659804,0.0,-0.16704841947791266,0.000499,0.3062458992644075,0.439186,-0.00543193358267832,0.01896,0.1360947311803133,0.0,-0.5417220773404892,0.0,-0.3256865279881487,0.0,-0.586601326152452,0.0,-0.43462443212736646,0.0,-1.3805029195239071,0.0,-0.6376408289540683,0.0,-0.3173249406471512,0.088212,-0.4136341050955186,0.0,0.03514565335628662,0.000402,-0.010985482641111068,0.007041,1.0032322719885725,0.0,0.5226222521854914,0.0,0.3975045978230404,0.0,-0.33018929779353506,0.0,-0.320119320726522,0.0,-0.5984176229299754,0.0,-0.025955511928656787,0.023805,-0.01761117036596696,0.490319,-0.12850586530067648,0.938725,0.6046112840012385,0.0,0.1583232425565653,0.006652,-0.040866883995941614,0.014085,0.00703475388835781,0.16193,0.3479605778549948,0.0,1.1134667315278703,0.0,0.099779776284017,0.072796,-0.483256926538824,0.0,-1.0970744744995642,0.0,-0.48397056796502425,0.0,-0.16465086998433318,0.010556,0.07601468571833431,0.000458,-0.12336870514115902,0.0,-0.05218261236494094,0.016177,0.03985370492315592,0.211959,-0.3560918914330415,0.0,-0.898552476415683,0.0,-0.22640099059612817,0.0,0.38799124650715483,0.0,-0.49203176104401714,0.0,-0.12719521520402188,0.061314,0.44543440951334456,0.0,-0.31905274479304113,3e-06,1.3327972693041485,0.0,-0.2120523656610423,0.009194,-0.5091467268486785,0.0,0.5713181019127275,0.0,-0.22828453786107802,0.0,0.1890853753044512,0.774669,-0.2526315385986448,0.0,-0.5612243988537502,0.0,0.34044423024920184,0.0,0.2649942202577591,0.016067,-0.39109489350291404,0.0,-0.1252095493649712,0.702358,-0.6216958892491717,0.0,-1.184293556880791,0.0,1.4509800793029755,0.0,0.34039832851932283,0.0,0.5118954666759287,0.0,-1.1607104733893674,0.0,0.2973365228823537,0.0,-0.32213752392152334,0.002527,1.0509586628320737,0.0,0.2811632244772709,0.0,0.07580081286548886,0.009316,1.0887156261719975,0.0,0.7794380046038424,0.0,-0.1000317977293392,0.000479,0.9015957315196647,0.0,-0.19928025346644296,0.009476,1.2355177219866649,0.0,0.9262295003155271,0.0,1.1141830336710024,0.0,0.2538704610719759,0.0,-0.17508599577248937,1e-06,-0.060149047854929194,0.270406,0.39984431902344153,0.0,0.6423682053395271,2e-06
a2,-0.1352292755361759,0.0,-0.24685862904457764,0.0,-0.14872214504442044,0.0,-0.1139594705683056,0.0,-0.1678349917987496,0.0,-0.043257042252279124,0.0,-0.13813465250852663,0.0,-0.15650358065804856,0.0,-0.06154146039331542,0.0,-0.038766085635473777,0.0,-0.15947263534823142,0.0,-0.09562970007490619,0.0,-0.07131928943722446,0.0,-0.08015716311124617,0.0,-0.08754344112051546,0.0,-0.1284227521336187,0.0,-0.06508836414484959,0.0,-0.059726254176522074,0.0,-0.11096715838289421,0.0,-0.0451108122809086,0.0,-0.07148271307106083,0.0,-0.04831659317608671,0.0,0.010818304392939756,0.169653,-0.4341371550014581,0.0,-0.19839938419812256,0.0,0.07397751262789061,1e-06,-0.14797114549803897,0.0,-0.06727225379333035,0.0,-0.059005066382481416,0.0,-0.21120669089693236,0.0,-0.15372341274020085,0.0,-0.10065421207343216,0.0,-0.15395390946951096,0.0,-0.14380932503541574,0.0,-0.047311341668414574,0.0,-0.28685079721707163,0.0,-0.08957567654052769,0.0,-0.06778953257888032,0.0,-0.2056675137969944,0.0,-0.025529150300831575,4.2e-05,-0.06837312537183296,0.579496,-0.13449977305683974,0.0,-0.10495729562353996,0.0,-0.022032073714038102,0.016886,-0.27568565490379143,0.0,-0.07801397722963961,0.0,0.000477599942494206,0.894246,-0.0884270290159525,0.0,-0.2822409920424661,0.0,-0.1770884952387796,0.0,-0.10696445453714691,0.0,-0.23549035266902776,0.0,-0.01815944116825605,0.406759,-0.03965856184774252,0.000113,-0.1347023008330204,0.0,-0.1316876486229764,0.0,-0.10591397465001948,0.0,-0.10155253526149015,0.0,-0.07551554838635541,0.0,-0.15762713303439935,0.0,-0.05485420115515709,1e-06,-0.008531955934031187,0.001094,-0.1532595957668659,0.0,-0.013217972031287897,0.546147,-0.02856136067186629,0.029206,-0.08183338803372749,0.0,-0.06247843597664714,0.0,-0.1602232434881022,0.0,-0.0661126811750194,0.0,-0.2038003736051267,0.0,-0.11712566658590126,0.0,-0.03209002929864558,0.000235,0.03322386431869029,0.0,-0.09157700396313112,0.0,0.09136630976752146,0.0,-0.13917154384067615,0.0,-0.10455331014325817,0.0,-0.21424971825937414,0.0,-0.039119670756839045,0.0,-0.16161201888293497,0.0,-0.24430843742052666,0.0,-0.12009255851355928,0.0,-0.03135064421105557,0.0,0.06026148818807648,0.0,-0.11633993856920014,0.0,-0.11845500071259768,0.0,-0.04389142356642632,0.0,-0.0390429643987381,0.012872,-0.3595587041814754,0.0,-0.31774842583107216,0.0,-0.08377644110340143,9e-06,-0.15978840846112408,0.0,0.09667965164579939,0.0,-0.04431784194917546,2.2e-05,-0.03725187170429742,0.047624,-0.021188716229642295,0.305402,0.00183819549755635,0.182371,-0.11582988625089516,0.0,-0.14068712496134228,0.0,-0.05529978670507484,0.002019,-0.06493188328437173,0.0,-0.16095104626147766,0.0,-0.09953277078222787,1e-06,-0.12511545674934346,0.0,0.027044582240353218,7.6e-05,-0.05600618945808705,0.0,-0.0563917917376353,0.000438,-0.07670480900077246,0.0,0.14087609514331134,0.0,-0.13057741865283354,0.0,-0.16712931204616643,0.0,-0.2178961072369618,0.0,-0.10397165218944418,0.0,-0.12604372759365762,0.0,-0.19939246520307422,0.0,-0.010152261625865211,0.0,-0.022719381841993395,0.625203,0.013728481723545023,0.437538,-0.08201984714713374,0.0,-0.09198093639443965,5e-06,0.25640214752812795,0.0,-0.05191708241000529,0.0,-0.13480059100685685,0.0,-0.04733170254903935,8.9e-05,-0.06634695601915737,0.0
a3,-0.003573575674772753,0.0,-0.061916645764819374,0.629902,0.08848262350272292,0.0,-0.029514472462137266,0.356132,-0.0035863305758439545,0.764668,-0.02181097586630855,0.02073,0.032483657391311205,0.0,-0.03904916256296833,0.457746,-0.012731110604987685,0.0,0.024469923281180098,0.0,-0.02558766271051398,0.009768,0.018415112579068898,0.0,0.0006650438886248625,0.0,-0.02305387800473835,4e-05,-0.059567898499585985,0.882794,-0.029649764760934977,0.011983,-0.02411647525150934,0.81831,0.0004574486585553423,0.0,-0.02891848998209806,0.000298,0.007001686374887411,0.435304,0.003995365673027391,0.162246,0.017411599970265455,0.0,-0.08590678822142689,0.0,-0.08374315836464098,0.005619,-0.03442193756021939,0.005288,-0.06364005047371045,0.05929,-0.009425006495108988,0.054039,-0.08381957755048791,0.0,0.029548505181636372,0.0,-0.09230063547608931,0.000892,-0.03330440775661385,0.0,0.02811329307446484,0.0,0.09761763562924541,0.0,-0.1543041620873044,0.0,0.0010389580120086395,0.074761,0.10028425244139691,0.001944,0.005612443029166108,0.0,-0.006551543111924591,9e-06,0.010816054708677273,0.0,-0.12690369883066055,0.0,0.019001601020470854,0.0,-0.036935752833756906,0.61116,-0.02133502482569685,0.074776,-0.018428939766161882,0.056934,0.09746687058068676,0.0,-0.03856132399766337,0.0,0.0005089478075088639,0.177552,-0.012570757470535453,0.00042,-0.03064314041766833,0.0,0.002513887994294033,0.0,0.0552692263625934,0.0,-0.016661209746120786,1e-06,0.08843746409137353,0.0,-0.08282493282431873,0.0,-0.004757203420385423,0.002776,-0.07002595656934738,0.0,-0.006515117550958579,0.0,0.019050249517005607,0.0,0.009477730282855422,0.000176,-0.031453010632327943,0.000132,-0.06935467253954258,3.3e-05,0.08536950755573117,0.0,-0.021439991011304158,0.0,-0.03218204446181215,0.0,-0.01870037309734044,1.6e-05,-0.054189532474211224,0.0,0.01211425307532323,0.074104,0.04074796297529073,2e-06,-0.034179782495597937,0.0,-0.014401559403619195,0.330316,0.0035293764212621604,0.00019,0.028592946039952584,0.00922,0.021466393904983515,0.002396,0.001723470332816384,0.002091,-0.029897417773220167,0.880624,-0.003678219052866076,0.125737,-0.06077048545344214,0.0,0.09300459674638778,0.0,0.017384605356885557,0.0,0.0066441687443375705,0.597483,0.0007848174896510719,0.006518,0.011157622611851423,0.0,-0.005225123383160344,0.853354,0.06652857275471036,0.0,-0.05769980585788726,0.0,-0.10984943598731473,0.0,-0.019478050463836886,0.000493,-0.04599409326264632,0.0,0.04193542044884112,2.7e-05,-0.07787432014894696,0.0,0.012106780779248602,0.536331,-0.03202223694102687,0.006446,0.07703921723038101,3e-06,0.005076445216420976,0.000192,0.051497599053056925,1e-06,0.048960793050591346,0.0,-0.05241029252659409,0.000863,0.0134712568125992,0.038671,0.06974999918142522,0.0,-0.058830966434845165,0.047498,-0.035149245302062204,2.7e-05,-0.01901011909411463,0.082602,-0.125731413471629,3e-06,0.08827884919442629,1.2e-05,-0.02802364760502235,0.0,-0.12901795617929915,0.0,-0.0902994516173941,0.0,-0.016801500937211108,1e-05,-0.003494574331674616,0.0,0.049669993706471655,5e-06,-5.95233975440496e-05,9e-06,0.044867839955235224,0.073545,0.012353373640171347,8e-06,0.11310021774883519,0.0,-0.008434367638002174,0.011406,-0.12170222993938823,0.0,-0.027948550065027396,0.294331,0.05616136409238447,0.818869,0.06121528408475855,0.313946,-0.000945581370948869,0.0,-0.1476603789065883,0.0,0.02633281869602267,0.0,-0.026377621956369276,0.19602,-0.012674915033300644,1e-05,0.1610624637704946,0.0
MSE,0.011785456725104893,,0.0323836452227586,,0.042051344891538056,,0.04129415727893696,,0.03180361028941964,,0.03078015966060972,,0.03393012976508103,,0.0221690493898302,,0.0070102572407519095,,0.02709976432315629,,0.043033048658413536,,0.030573530881305537,,0.04117224124389909,,0.021606252960920235,,0.07223035461437094,,0.051188967060165305,,0.03908879472233609,,0.027534646160973012,,0.015295613998506229,,0.03301871074024429,,0.019474692334681774,,0.04301265661038488,,0.009872855628848034,,0.30048641499836826,,0.07863135949104104,,0.09049460552803308,,0.05902487702938366,,0.037144786291324526,,0.09710451498161744,,0.027419805848887077,,0.02202808890936787,,0.06811738859914279,,0.23121607841836445,,0.06985046687868103,,0.005125856877785297,,0.11399407421449696,,0.0088494442425032,,0.016320706362883398,,0.04572594163344261,,0.05806810283258124,,0.07867913323515412,,0.1282744000818473,,0.041258720811655235,,0.04060330584387514,,0.12924376720187897,,0.031063196124488126,,0.0056677112298134606,,0.03645810276098307,,0.1335228981673581,,0.15587864477350527,,0.060616400040296635,,0.0718348304475184,,0.069167610621093,,0.02814973733719409,,0.034775203455832154,,0.06841377819849634,,0.03274151872556647,,0.012733575163998421,,0.05912636967845586,,0.07703513509339667,,0.06093674673923139,,0.060621741634701756,,0.04556238402808351,,0.03050580296396212,,0.04145448100454785,,0.07575783510725272,,0.027561318564394085,,0.07786621443698487,,0.06340940155100708,,0.048452792055647106,,0.06301015090057512,,0.02127142424909635,,0.027291525774332963,,0.015589469226658199,,0.013124234393676576,,0.0463076968267025,,0.02913502964232712,,0.02020659743695946,,0.030882189598213112,,0.03801862635950065,,0.07923644786178684,,0.020826495957773302,,0.004432956667324073,,0.037140277124592544,,0.0765124860572359,,0.07570857463611382,,0.052908714107508095,,0.038800968283229466,,0.1538664470556434,,0.14464655246864927,,0.27206227563021546,,0.15830568948280083,,0.08688358355806183,,0.10564129968073854,,0.1864699837511587,,0.12805496297954835,,0.06651860589759456,,0.037001202635771134,,0.09039079093944426,,0.08729752976236975,,0.05914446307973501,,0.09885575479330638,,0.14739037285302276,,0.04954820710678768,,0.05181066484487013,,0.08892613278914806,,0.04603696095774069,,0.05876815202352584,,0.05404857590316309,,0.05667709187775044,,0.06728517336096738,,0.15024682161910238,,0.16093600520031584,,0.2322122136275732,,0.08344449744621131,,0.03940790035857969,,0.0910264950365159,,0.2104583468013542,,0.10300153281018705,,0.03455986394371933,,0.019090666217522857,,0.10521233131673163,,0.10959827738758736,,0.07608666400061524,,0.04434598454796118,
